track_number,timestamp,timestamp_seconds,artist,title,label,video_title,video_url,video_id,upload_date,category
18,1:06:32,3992,Protonica,Reactor (One Function rmx),Iono Music,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
19,1:09:31,4171,Protonica,Exoplanet (Zen Mechanics rmx),Iboga Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
20,1:13:10,4390,IKØN,About Love,TechSafari Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
1,00:00,0,Lifeforms,Equinox,Iono Music,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
2,05:00,300,Mindbenderz,Deviate,Iono Music,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
3,08:23,503,Liquid Soul & Kalki,I Am,Iboga Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
4,11:16,676,Freqfield,Imago,TechSafari Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
5,15:28,928,Sonic Species & Symbolic,Alma Libre,Sacred Technology,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
6,19:11,1151,Egorythmia & Zen Mechanics,Primal Sphere,Sourcecode Transmissions,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
7,22:40,1360,Killerwatts & Waio,Wake Up (Symbolic rmx),Nano Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
8,26:23,1583,IKØN,Moving On,Sahman Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
9,31:01,1861,IKØN,Back to Basics,TechSafari Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
10,34:43,2083,Zen Mechanics & Divination,Mechanation,Sourcecode Transmissions,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
11,39:15,2355,Euphorya,Strange Light,Dacru Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
12,44:07,2647,Botond,Ultimate Dream,TesseracTstudio,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
13,48:28,2908,Faders,Glow,Shamanic Tales,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
14,51:43,3103,Divination & Sonic Entity,The Strangest Thing,Expo Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
15,56:04,3364,Electric Universe,Millenia (Vertical Mode rmx),Sacred Technology,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
16,1:00:25,3625,Greg Downey,Warehouse (Ilai Extended rmx),Skullduggery,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
17,1:03:42,3822,Volcano On Mars & Emok & Martin Vice,Recollection,Sacred Technology,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
18,1:08:03,4083,Face off vs U-Recken,Misstep in Evolution,New Kicks Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
19,1:11:42,4302,One Function,Sensations,Iono Music,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
20,1:15:58,4558,Divination,Supernatural,Sourcecode Transmissions,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
21,1:19:26,4766,Sixfoot,Fragments,Expo Records,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
22,1:23:20,5000,One Function,Enlightenment,Iono Music,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
23,1:27:54,5274,Zone Tempest,Space Time,Iono Music,Progressive Psytrance Years End mix 2024 part III,https://youtube.com/watch?v=slg2b7UFJvQ,slg2b7UFJvQ,2024-12-24,Progressive Psytrance
1,00:00,0,Shanti V Deedrah,New Age Love,Shamanic Tales,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
2,05:25,325,Doubkore,Sacred (Shyisma rmx),Iono Music,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
3,08:14,494,Animato & Ticon,Last Resort (Unstable rmx),Dacru Records,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
4,12:36,756,IKØN,Perspective,TechSafari Records,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
5,17:44,1064,IKON,Radio Earth,TechSafari Records,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
6,22:10,1330,Gaudium & Easy Riders,High on Lucy,YSE,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
7,26:51,1611,Vertical Mode,Twist Me Up (Lifeforms rmx),HOMmega Productions,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
8,31:54,1914,Sonic Entity,Gravity Control,YSE,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
9,36:50,2210,Shake & Twonezero,Legacy,TesseracTstudio,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
10,41:31,2491,IKØN,Data Ocean,TechSafari Records,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
11,46:33,2793,Liquid Soul,Faith,Iboga Records,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
12,50:59,3059,Ticon,Ether (album edit),Iboga Records,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
13,55:40,3340,Liftshift & Divination,Inside You,Zero One Music,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
14,58:00,3480,Ace Ventura & Zen Mechanics,Digital Beings (Symbolic rmx),Sourcecode,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
15,1:02:20,3740,Liquid Soul,Consciousness (Sonic Species rmx),Shamanic Tales,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
16,1:06:20,3980,IKØN,Apollo,TechSafari Records,Progressive Psytrance Year's End mix 2024 part II,https://youtube.com/watch?v=jGgrbU0IQlk,jGgrbU0IQlk,2024-12-19,Progressive Psytrance
1,00:00,0,Sphera & Perfect Stranger,Be You,Iboga Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
2,05:30,330,Phaxe,Street Lights,Iboga Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
3,10:00,600,Sideform,Reflection (2018 Edit),Iono Music,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
4,14:30,870,Ticon,Hops of Hades (Vini Vici rmx),Iboga Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
5,18:18,1098,Loud,Dr. Who (Headroom rmx),Iboga Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
6,21:08,1268,Osher,Miles & More,Blue Tunes Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
7,25:26,1526,Cosma,The time has come (Symbolic & Rocky rmx),HOMmega Productions,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
8,29:56,1796,FREq,Think of a Sound,Iboga Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
9,33:01,1981,Egorythmia,Anomaly,Iono Music,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
10,35:52,2152,Easy Riders,Rolling Stoned,Iboga Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
11,40:57,2457,Astrix & Deedrah,Gayatri,Shamanic Tales,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
12,44:32,2672,Ace Ventura & Darma,Acidcore (Reaky rmx),Midnight Resurrection,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
13,49:31,2971,Ticon,Entropy,Iboga Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
14,54:01,3241,Sunstryk,Ascending Soul (Ovnimoon rmx),Planet B.E.N. Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
15,57:49,3469,EgoRythmia,Eternal (Meander rmx),YSE,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
16,1:01:50,3710,Ticon,Mirage,Iboga Records,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
17,1:06:20,3980,Time In Motion,Daydream (Side Effects rmx),Iono Music,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
18,1:11:05,4265,Nerso,Synapse,TesseracT Studio,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
19,1:14:26,4466,Mindbenderz,Cosmic Dancer (One Function rmx),Iono Music,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
20,1:18:47,4727,Darma & Numb,Armada,Iono Music,Progressive Psytrance Year's End mix 2024 part I,https://youtube.com/watch?v=FOktvNnKc04,FOktvNnKc04,2024-12-13,Progressive Psytrance
1,00:00,0,,- 03:47 Hi-tech Music at Sunrise,,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
2,03:47,227,,- 17:10 Freedom Fighters at Pumpi Stage Ozora Festival 2024,,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
3,17:10,1030,,- 01:01:01GMS at Main Stage Ozora Festival 2024,,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
1,00:00,0,Shanti V Deedrah,License To Pill,Iboga Records,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
2,05:52,352,Art Of Trance,Octopus (3 Of Life & Domestic rmx),Stereo Society,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
3,09:33,573,Ticon,Chicken Shaker (Gaudium rmx),Iboga Records,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
4,12:05,725,IKØN,Back to Basics,TechSafari Records,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
5,15:47,947,Egorythmia & Zen Mechanics,Primal Sphere,Sourcecode Transmissions,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
6,19:16,1156,Formula None,From Within (Sentinel 7 rmx),Iono Music,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
7,23:57,1437,Numayma,Unidentified,Iono Music,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
8,26:36,1596,Audiotec,Alien Dreams (IKØN rmx),TechSafari Records,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
9,30:42,1842,Ace Ventura & Astrix,Valley of Stevie,Shamanic Tales,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
10,36:05,2165,Faders,Glow,Shamanic Tales,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
11,39:20,2360,Silent Sphere,Supercomputer,Iboga Records,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
12,43:41,2621,Avalon & Stryker,Dusk Till Dawn,Nano Records,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
13,47:10,2830,Man With No Name,Vice Versa (Vertical Mode rmx),Volcano Music,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
14,51:57,3117,Zatzak & Maitika,Psychedelic Stories,Digital Om,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
15,57:30,3450,Symbolic & Lifeforms,One of a Kind,Iboga Records,Progressive Psytrance Mix November 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=kICgIeWgjQM,kICgIeWgjQM,2024-11-07,Progressive Psytrance
1,00:00,0,,- 07:56 O.Z.O.R.A. 2024 REVOLUTION | BIG TRAVEL BLOG,,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
2,01:21:01,4861,,- 01:30:20 O.Z.O.R.A. 2024 REVOLUTION | BIG TRAVEL BLOG,,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
3,07:57,477,,-  09:43 Getting inside Ozora Festival 2024 دخول,,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
4,13:32,812,,- 25:00 Protonica at main stage Ozora Festival 2024,,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
5,25:01,1501,,-  39:41 Atmos at Main Stage Ozora Festival 2024,,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
6,39:42,2382,,- 51:20 Dekel & Golanski @ Pumpi Ozora Festival 2024,,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
7,51:21,3081,,- 54:02 Fire Fighters at Dance Floor Ozora Festival 2024,,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
8,54:03,3243,,-  01:21:00 Avalon at the Main Stage Ozora Festival 2024,,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
1,00:00,0,One Function,Sensations,Iono Music,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
2,06:22,382,"Space Cat, X-NoiZe & SpaceNoiZe",State of Mind,Shamanic Tales,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
3,09:49,589,Vertical Mode,Alien Rock,Volcano,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
4,14:41,881,Greg Downey,Warehouse (Ilai Extended rmx),Skullduggery,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
5,17:59,1079,IKØN,Adventure,TechSafari Records,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
6,23:45,1425,Zyce & Sonic Species,Interstellar,TesseracTstudio,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
7,26:31,1591,Symbolic and Vertical Mode,Moving Forward (Talpa & Zyce rmx),Nano Records,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
8,29:45,1785,Sixfoot,Fragments,Expo Records,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
9,33:39,2019,IKØN,Higher Dimension,TechSafari Records,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
10,39:43,2383,Shanti V Deedrah,Here to Eternity,Shamanic Tales,Progressive Psytrance mix September 2024 [Ozora Festival 2024 edition],https://youtube.com/watch?v=-dz62zXnxwo,-dz62zXnxwo,2024-09-12,Progressive Psytrance
